id,HC-1,HC-2,HC-3,HT-1,HT-2,HT-3
TEX49,5,15,14,12,16,18
TEX50,0,0,0,0,0,0
TEX51,0,0,0,0,0,0
TEX52,149,149,146,130,140,116
TEX53,3,1,1,0,2,1
TEX54,2,5,5,15,2,9
TEX55,0,0,0,0,0,0
TEX9,48,57,52,53,56,53
TF,16,13,13,15,14,7
TFAM,2538,2828,2853,2549,2818,2741
TFAP2A,13281,13918,13403,13062,13746,13121
TFAP2B,0,0,0,0,0,0
TFAP2C,875,1011,976,1150,1232,1123
TFAP2D,0,0,0,0,0,0
TFAP2E,200,197,193,231,198,175
TFAP4,1395,1464,1479,1077,1055,1038
TFB1M,918,1017,1058,837,980,769
TFB2M,904,885,838,766,951,746
TFCP2,2614,2773,2811,2441,2592,2293
TFCP2L1,1,0,0,1,1,1
TFDP1,3628,3922,3810,3752,4144,3863
TFDP2,3340,3423,3490,2811,3121,2916
TFDP3,0,0,0,0,0,0
TFE3,2833,3182,3087,3609,3955,3918
TFEB,376,453,536,442,454,507
TFEC,0,0,0,0,1,4
TFF1,4,12,4,1,4,7
TFF2,20,12,9,10,20,19
TFF3,0,0,0,0,0,0
TFG,6566,6924,6891,6837,8009,7463
TFIP11,950,1073,1122,957,1094,955
TFPI,4930,5092,5062,6226,7510,6829
TFPI2,0,0,0,1,0,0
TFPT,413,402,430,425,489,453
TFR2,347,436,423,313,411,354
TFRC,12440,13667,14212,8324,9268,8353
TG,2,1,2,0,3,1
TGDS,782,914,849,893,956,901
TGFA,318,352,420,383,450,447
TGFB1,2246,2506,2718,3314,3313,3545
TGFB1I1,63,77,76,89,130,115
TGFB2,146,162,139,83,89,82
TGFB3,355,318,329,312,244,289
TGFBI,11757,12913,13244,13201,14448,13503
TGFBR1,21301,22914,21993,14141,15527,14657
TGFBR2,1274,1337,1477,1196,1475,1258
TGFBR3,2559,2622,2706,2896,3156,3080
TGFBR3L,342,298,288,371,365,384
TGFBRAP1,1254,1455,1352,1144,1319,1182
TGIF1,2639,3176,3048,2854,3090,2860
TGIF2,1868,1947,1856,1703,1725,1523
TGIF2-RAB5IF,0,0,0,0,0,0
TGIF2LX,0,0,0,0,0,0
TGIF2LY,0,0,0,0,0,0
TGM1,178,172,167,77,113,79
TGM2,644,764,785,1445,1641,1485
TGM3,0,1,0,1,0,0
TGM4,14,25,19,20,12,11
TGM5,1,0,0,0,0,0
TGM6,1,0,0,0,0,0
TGM7,0,0,0,0,1,0
TGOLN2,7854,8240,7939,9323,10210,9414
TGS1,1793,1847,1719,1335,1666,1362
TH,4,5,14,9,7,10
THADA,2054,2092,2223,1619,1877,1580
THAP1,312,391,339,349,362,408
THAP10,91,111,125,72,97,90
THAP11,885,994,936,924,1085,1070
THAP12,2327,2645,2451,1911,2313,1991
THAP2,163,192,152,161,143,141
THAP3,478,486,457,594,604,571
THAP4,1350,1583,1645,1375,1551,1309
THAP5,882,840,906,701,863,817
THAP6,855,962,918,617,809,722
THAP7,566,680,704,658,732,615
THAP8,68,84,87,107,110,103
THAP9,284,293,317,240,318,278
THBD,221,260,253,257,304,257
THBS1,84,80,103,146,157,100
THBS2,26,23,18,31,27,28
THBS3,1748,1512,1493,1292,1364,1287
THBS4,11,1,9,6,8,11
THEG,0,0,0,0,0,0
THEGL,0,0,0,0,0,0
THEM4,1711,1766,1815,1144,1256,1128
THEM5,30,30,37,5,15,25
THEM6,1089,1155,1130,1293,1403,1226
THEMIS,0,0,0,0,0,0
THEMIS2,84,70,92,111,125,115
THG1L,445,430,401,260,272,218
THNSL1,321,320,289,161,220,179
THNSL2,0,0,0,0,0,0
THOC1,2244,2404,2149,1932,2207,2112
THOC2,7607,7631,7525,6620,7396,7053
THOC3,1936,1705,1154,1569,1746,1730
THOC5,2708,2671,2703,2485,2666,2318
THOC6,1025,968,1063,1207,1134,1021
THOC7,1750,1886,1926,1503,1595,1626
THOP1,3239,3661,3639,3702,4051,3456
THPO,15,17,9,9,13,14
THRA,2199,2242,2390,2342,2505,2337
THRAP3,11465,11972,12589,6916,8162,6781
THRB,683,593,547,626,706,723
THRSP,27,23,14,23,15,22
THSD1,6,9,10,7,9,19
THSD4,1063,1143,1178,1200,1278,1205
THSD7A,1,0,4,0,1,1
THSD7B,0,0,0,0,0,0
THSD8,6,1,2,1,2,2
THTPA,670,655,620,556,650,576
THUMPD1,1982,2081,2159,1961,2175,2153
THUMPD2,562,611,538,417,561,474
THUMPD3,1792,2030,1852,1725,1979,1699
THY1,111,118,128,56,78,102
THYN1,784,807,830,931,1033,816
TIA1,3583,3515,3645,2925,3413,3182
TIAF1,56,43,59,52,58,56
TIAL1,5278,5148,5039,5191,5717,5519
TIAM1,1,1,0,1,1,0
TIAM2,161,170,110,93,109,94
TICAM1,490,493,556,639,613,651
TICAM2,47,36,53,84,74,100
TICRR,7022,7068,6748,9402,10053,9307
TIE1,6,12,4,4,3,0
TIFA,581,620,665,539,629,564
TIFAB,0,0,0,0,0,0
TIGAR,864,918,906,717,866,707
TIGD1,1674,1593,1510,1443,1522,1449
TIGD2,1019,1003,1017,751,904,751
TIGD3,7,4,1,5,3,16
TIGD4,12,21,19,7,8,11
TIGD5,599,680,789,485,507,517
TIGD6,209,160,218,162,138,139
TIGD7,30,39,49,25,23,13
TIGIT,100,113,74,73,104,78
TIMD4,0,0,0,0,0,0
TIMELESS,5524,6156,6038,5528,6470,5760
TIMM10,468,533,431,426,465,418
TIMM10B,2878,2606,2472,3117,3214,3202
TIMM13,1799,2187,2255,2040,2240,2062
TIMM17A,4590,4755,4948,6142,6545,6259
TIMM17B,1748,1977,2036,2701,2835,2673
TIMM21,796,847,854,738,865,914
TIMM22,948,1038,1112,1021,1133,1036
TIMM23,1782,2080,1956,2086,2336,2139
TIMM23B,804,765,809,704,764,731
TIMM29,319,424,342,397,469,393
TIMM44,895,985,1025,1032,1059,990
TIMM50,1408,1604,1647,1749,1905,1777
TIMM8A,881,819,878,720,785,822
TIMM8B,1015,1274,1266,1017,1167,1120
TIMM9,1145,1241,1279,958,1075,975
TIMMDC1,1574,1636,1741,1461,1602,1431
TIMP1,5374,5843,6184,7734,7976,7939
TIMP2,16014,17323,18259,20533,22820,21294
TIMP3,1765,2008,1974,1946,2171,2068
TIMP4,103,97,123,108,113,131
TINAG,0,0,0,0,0,0
TINAGL1,3,4,4,3,10,1
TINCR,664,677,771,844,816,843
TINF2,1800,1730,1867,2244,2505,2528
TIPARP,4198,4455,4456,6727,7110,7017
TIPIN,502,485,413,483,497,403
TIPRL,2001,2147,2059,2288,2560,2418
TIRAP,498,505,489,435,411,377
TJAP1,851,851,806,685,817,718
TJP1,5402,5841,5962,5278,5651,5311
TJP2,1607,1691,1839,1864,2050,2040
TJP3,113,120,109,240,207,272
TK1,1803,1921,2089,2478,2685,2471
TK2,990,963,953,1068,1206,1121
TKFC,1101,1145,1086,612,634,542
TKT,20116,21843,22438,34527,37555,35328
TKTL1,0,0,0,0,0,1
TKTL2,0,0,0,0,0,0
TLCD1,865,1000,928,808,891,820
TLCD2,365,400,473,554,639,596
TLCD3A,1566,1596,1672,1749,1804,1754
TLCD3B,32,31,40,18,28,16
TLCD4,538,550,558,628,652,677
TLCD4-RWDD3,16,12,10,11,12,5
TLCD5,993,1079,1016,692,875,860
TLDC2,0,8,4,8,7,2
TLE1,740,791,782,895,934,940
TLE2,1741,1606,1726,2404,2601,2218
TLE3,4193,5026,4987,6019,6440,6306
TLE4,93,71,79,82,113,87
TLE5,5983,6499,6339,7751,8355,7893
TLE6,235,245,236,367,357,336
TLE7,0,0,0,0,0,0
TLK1,2772,2966,3021,2611,2944,2664
TLK2,1984,2091,1921,1890,2200,1976
TLL1,5270,5692,5449,3628,3964,3786
TLL2,4,8,3,7,6,4
TLN1,14076,15750,16256,16447,18304,17011
TLN2,963,1014,1066,1157,1304,1194
TLNRD1,387,419,388,374,440,392
TLR1,36,54,36,11,11,13
TLR10,1,0,0,0,0,0
TLR2,0,0,0,0,0,0
TLR3,44,45,45,41,30,27
TLR4,414,483,438,354,441,404
TLR5,18,14,19,5,8,3
TLR6,534,533,555,421,437,366
TLR7,0,0,0,0,0,0
TLR8,0,1,0,0,1,0
TLR9,4,4,2,15,15,12
TLX1,0,0,0,4,1,0
TLX2,4,2,7,4,10,12
TLX3,190,258,260,228,243,222
TM2D1,640,777,745,858,922,929
TM2D2,572,521,602,582,661,583
TM2D3,410,443,443,458,466,487
TM4SF1,13463,14586,14224,10052,10528,10365
TM4SF18,0,2,0,0,1,0
TM4SF19,93,81,73,80,115,61
TM4SF20,10,11,3,6,6,7
TM4SF4,0,1,0,0,0,0
TM4SF5,0,0,0,0,0,0
TM6SF1,75,65,37,48,60,43
TM6SF2,0,0,0,0,0,0
TM7SF2,132,136,175,168,227,185
TM7SF3,4596,5292,5088,5178,5665,5238
TM9SF1,3312,3628,3769,3895,4344,4057
TM9SF2,5232,5558,5742,3789,4468,4069
TM9SF3,8661,8877,8699,8014,9332,8706
TM9SF4,3737,3987,3795,5050,5426,5119
TMA16,1389,1536,1451,1335,1483,1347
TMA7,1478,1494,1560,1456,1684,1560
TMBIM1,1854,2031,2033,2466,2505,2531
TMBIM4,575,550,610,265,319,315
TMBIM6,33810,37043,38490,42101,46739,43547
TMC1,0,0,0,0,2,0
TMC2,19,10,27,0,1,0
TMC3,18,16,30,37,29,30
TMC4,199,250,193,190,262,225
TMC5,547,627,526,513,548,558
TMC6,968,1014,969,1249,1502,1237
TMC7,618,562,561,452,485,503
TMC8,24,19,17,21,39,21
TMCC1,1476,1435,1534,1451,1520,1449
TMCC2,316,309,309,425,463,412
TMCC3,10,9,11,7,14,21
TMCO1,2044,2168,2248,2237,2620,2384
TMCO2,1,0,1,0,0,0
TMCO3,3778,3806,3756,2879,3207,3009
TMCO4,1039,1056,997,937,985,819
TMCO5A,0,0,0,0,0,0
TMCO6,862,824,785,730,842,847
TMDD1,0,0,0,0,0,0
TMED1,1045,1091,1031,1962,2059,1880
TMED10,10846,11704,11813,11986,12957,12666
TMED2,11898,12800,12935,13333,14646,13688
TMED3,4769,4980,5312,6469,6811,6246
TMED4,3489,3703,4011,4301,4528,4561
TMED5,4314,4694,4555,4911,5631,5597
TMED6,137,94,108,95,137,131
TMED7,3369,3551,3788,3598,4121,3874
TMED7-TICAM2,0,0,0,0,0,0
TMED8,2151,2263,2159,2074,2486,2439
TMED9,6671,7363,7784,10446,11223,10592
TMEFF1,0,0,0,4,0,4
TMEFF2,0,0,0,0,0,0
TMEM100,0,0,0,0,0,0
TMEM101,1425,1515,1542,1550,1597,1690
TMEM102,464,449,548,511,556,503
TMEM104,844,744,862,1065,1239,1124
TMEM106A,602,538,595,453,627,478
TMEM106B,2377,2582,2551,1882,2129,2216
TMEM106C,6887,7584,7940,10656,11976,11154
TMEM107,1258,1361,1462,1351,1492,1564
TMEM108,0,0,0,0,0,0
TMEM109,1572,1872,1933,2114,2251,2113
TMEM11,753,707,748,1026,1039,997
TMEM114,0,0,0,0,0,0
TMEM115,906,941,1081,1007,1039,1102
TMEM116,304,264,283,299,315,293
TMEM117,493,555,717,400,414,453
TMEM119,0,0,0,0,0,0
TMEM120A,712,732,706,872,983,941
TMEM120B,1701,1680,1554,1326,1311,1257
TMEM121,24,10,25,42,52,31
TMEM121B,1,1,1,1,4,3
TMEM123,16023,17318,17016,18524,20640,19817
TMEM125,6,1,2,5,5,6
TMEM126A,551,516,575,652,661,749
TMEM126B,1053,1170,1139,959,1017,946
TMEM127,1487,1517,1504,1345,1495,1304
TMEM128,268,366,360,203,243,215
TMEM129,1463,1526,1669,1410,1520,1498
TMEM130,1,0,0,0,1,0
TMEM131,1436,1660,1764,1501,1755,1551
TMEM131L,1372,1463,1413,1279,1394,1363
TMEM132A,1331,1288,1251,1579,1837,1661
TMEM132B,0,1,0,0,0,0
TMEM132C,0,0,0,0,0,0
TMEM132D,0,0,0,0,0,0
TMEM132E,0,0,0,0,0,0
TMEM134,455,481,510,535,468,553
TMEM135,1341,1608,1611,1362,1633,1519
TMEM138,676,707,615,801,735,775
TMEM139,1074,1130,1209,1147,1342,1115
TMEM140,10,1,4,8,1,5
TMEM141,509,374,570,666,793,660
TMEM143,401,388,366,436,480,484
TMEM144,375,396,443,422,472,442
TMEM145,31,10,14,40,21,32
TMEM147,1905,2006,2068,2428,2651,2544
TMEM14A,354,471,498,544,561,520
TMEM14B,2672,2923,3022,2534,2983,2683
TMEM14C,4659,4934,4860,4610,5301,5000
TMEM150A,250,269,204,215,228,233
TMEM150B,5,15,8,6,17,4
TMEM150C,3,17,2,0,3,0
TMEM151A,3,2,1,2,4,5
TMEM151B,0,0,0,1,6,0
TMEM154,7,5,1,2,4,8
TMEM156,8,14,6,5,14,3
TMEM158,76,94,74,65,98,119
TMEM160,250,348,317,337,393,355
TMEM161A,738,747,726,899,998,921
TMEM161B,1636,1619,1674,1399,1722,1678
TMEM163,4,5,14,4,1,5
TMEM164,1940,2107,2101,2333,2718,2496
TMEM165,3255,3543,3577,3938,4043,4156
TMEM167A,4185,4706,4342,4873,5600,5155
TMEM167B,1397,1486,1599,1400,1496,1510
TMEM168,333,345,364,301,344,442
TMEM169,7,12,1,4,1,2
TMEM17,48,32,42,25,50,41
TMEM170A,539,500,513,619,666,616
TMEM170B,321,420,363,363,392,365
TMEM171,8,13,8,19,33,14
TMEM174,0,0,0,0,0,0
TMEM175,289,213,243,175,148,152
TMEM176A,0,0,0,0,0,0
TMEM176B,0,0,0,0,0,0
TMEM177,411,423,452,346,468,367
TMEM178A,23,37,27,30,33,28
TMEM178B,0,0,1,0,0,2
TMEM179,0,0,0,0,0,0
TMEM179B,162,222,187,165,218,188
TMEM18,1166,1336,1193,901,971,961
TMEM181,3975,4156,4193,3903,4080,3641
TMEM182,107,128,116,99,129,155
TMEM183A,3502,3853,3831,3780,4053,4060
TMEM184A,1318,1347,1246,827,825,726
TMEM184B,3013,3212,3344,3933,4548,4084
TMEM184C,1015,1066,1035,1093,1226,1065
TMEM185A,186,263,237,285,244,297
TMEM185B,1729,1959,2058,1505,1677,1534
TMEM186,452,547,518,500,567,506
TMEM187,174,215,224,103,159,135
TMEM19,626,793,740,427,471,448
TMEM190,168,145,121,101,120,99
TMEM191B,1,0,1,0,1,0
TMEM191C,1,0,4,0,0,0
TMEM192,1389,1397,1573,1244,1293,1218
TMEM196,0,0,0,0,0,0
TMEM198,16,17,24,33,27,42
TMEM199,723,902,837,867,977,957
TMEM200A,0,0,0,0,0,0
TMEM200B,12,6,14,23,24,10
TMEM200C,0,0,0,0,0,0
TMEM201,905,975,1046,852,1053,834
TMEM202,0,0,0,0,0,0
TMEM203,721,984,945,706,700,729
TMEM204,19,15,23,31,30,17
TMEM205,833,1039,1015,1497,1625,1514
TMEM207,0,0,0,0,0,0
TMEM208,684,759,798,923,1172,978
TMEM209,2101,2174,2287,1805,1951,1742
TMEM210,0,1,0,4,7,3
TMEM211,0,0,0,0,0,0
TMEM212,0,0,0,0,1,0
TMEM213,0,1,4,2,3,1
TMEM214,6561,7629,7505,9128,9701,9292
TMEM215,1,1,0,0,1,0
TMEM216,273,233,278,242,242,280
TMEM217,47,59,53,25,22,27
TMEM218,538,561,630,461,488,590
TMEM219,1178,1256,1345,1254,1472,1306
TMEM220,63,59,57,28,39,40
TMEM221,25,18,16,16,41,29
TMEM222,370,356,360,267,327,295
TMEM223,269,309,275,302,371,267
TMEM225,0,0,0,0,0,0
TMEM225B,178,156,136,77,105,94
TMEM229A,0,0,0,0,0,0
TMEM229B,29,21,26,20,29,24
TMEM230,1949,2184,2213,2640,2726,2646
TMEM231,567,752,742,553,734,662
TMEM232,9,6,18,1,2,4
TMEM233,1,1,0,0,0,0
TMEM234,228,213,202,171,253,144
TMEM235,1,1,2,7,3,2
TMEM236,30,33,35,24,39,29
TMEM237,1005,1053,986,801,1003,898
TMEM238,112,95,128,128,132,177
TMEM238L,0,0,0,0,0,0
TMEM239,16,6,6,13,3,10
TMEM240,7,14,4,27,15,15
TMEM241,1011,1119,1057,770,969,896
TMEM242,536,544,608,577,695,631
TMEM243,703,723,743,619,684,665
TMEM244,0,0,0,0,0,0
TMEM245,7007,7343,7316,8275,9483,8859
TMEM247,6,13,5,3,4,1
TMEM248,2853,3405,3274,3518,3979,3782
TMEM249,3,2,6,0,12,3
TMEM25,27,41,46,36,37,34
TMEM250,1353,1354,1382,831,872,809
TMEM251,545,636,661,679,815,752
TMEM252,0,0,0,0,0,0
TMEM253,327,356,373,337,377,346
TMEM254,529,520,480,659,727,677
TMEM255A,67,130,114,81,84,88
TMEM255B,1,1,0,1,2,0
TMEM256,1501,1874,1644,1697,1886,1824
TMEM258,1077,1168,1248,1393,1596,1386
TMEM259,3696,3956,4020,5960,6132,5889
TMEM26,0,0,0,0,0,0
TMEM260,639,705,698,559,584,515
TMEM262,19,13,30,16,19,16
TMEM263,3913,4071,4028,3780,4151,3872
TMEM265,116,72,81,94,144,128
TMEM266,91,134,88,68,102,73
TMEM267,773,858,807,649,713,703
TMEM268,985,1134,1209,805,926,750
TMEM269,114,165,157,233,312,273
TMEM270,0,0,0,0,0,0
TMEM271,0,1,1,0,0,0
TMEM272,0,2,6,0,0,3
TMEM273,0,0,0,0,0,0
TMEM275,5,4,1,3,5,0
TMEM30A,6655,7137,7228,7035,7763,7187
TMEM30B,0,0,0,1,2,0
TMEM31,0,0,0,1,0,0
TMEM33,5956,6437,6321,5345,6181,5539
TMEM35A,0,0,0,0,0,1
TMEM35B,85,141,157,143,170,170
TMEM37,348,324,377,367,440,421
TMEM38A,279,310,318,419,467,433
TMEM38B,1017,1103,1061,1250,1376,1392
TMEM39A,2967,3059,3102,3754,3892,3843
TMEM39B,489,520,535,550,680,615
TMEM40,111,76,97,97,132,135
TMEM41A,901,956,947,1180,1110,1117
TMEM41B,2786,2986,2767,3379,3739,3548
TMEM42,362,454,425,398,404,361
TMEM43,2300,2458,2365,2504,2917,2732
TMEM44,923,972,857,1178,1108,1077
TMEM45A,2931,2989,3148,2307,2503,2450
TMEM45B,30,44,53,30,59,50
TMEM47,0,0,0,0,0,1
TMEM50A,686,872,797,961,1036,985
TMEM50B,715,725,712,1832,2019,2050
TMEM51,309,297,324,432,446,302
TMEM52,39,29,28,40,25,32
TMEM52B,659,704,782,659,712,677
TMEM53,128,134,140,236,221,186
TMEM54,41,68,54,156,126,143
TMEM59,3789,4085,4051,4525,4734,4758
TMEM59L,5,1,1,2,6,0
TMEM60,173,196,211,201,200,218
TMEM61,5,12,3,4,17,6
TMEM62,427,480,487,347,406,339
TMEM63A,3331,3373,3245,3371,3620,3351
TMEM63B,1904,2130,1923,2287,2547,2427
TMEM63C,501,403,399,474,549,493
TMEM64,1413,1465,1430,1056,1265,1284
TMEM65,1265,1314,1291,1450,1581,1606
TMEM67,638,597,527,592,645,585
TMEM68,618,590,624,534,616,577
TMEM69,1535,1642,1699,1232,1514,1244
TMEM70,537,579,676,628,761,691
TMEM71,19,28,43,16,23,30
TMEM72,0,0,1,0,0,0
TMEM74,3,0,0,0,0,1
TMEM74B,67,46,44,34,26,30
TMEM79,353,339,313,269,314,305
TMEM80,296,292,273,197,262,279
TMEM81,254,321,286,470,495,425
TMEM82,9,3,2,6,4,4
TMEM86A,30,17,25,27,18,40
TMEM86B,113,90,78,86,105,85
TMEM87A,1300,1455,1546,1552,1798,1703
TMEM87B,1662,2004,1707,1589,1845,1758
TMEM88,36,17,22,15,36,19
TMEM88B,0,0,0,0,0,0
TMEM89,4,7,2,7,5,15
TMEM8B,271,290,260,344,377,291
TMEM9,1605,1841,1992,2242,2445,2472
TMEM91,158,174,143,207,190,195
TMEM92,555,626,599,733,753,733
TMEM94,2074,2160,2348,2397,2644,2469
TMEM95,2,25,4,38,34,37
TMEM97,3104,3519,3803,3114,3431,3253
TMEM98,0,0,0,0,0,0
TMEM9B,952,1110,1073,1184,1202,1157
TMF1,2498,2464,2464,2589,3009,2873
TMIE,24,38,20,6,18,9
TMIGD1,0,0,0,1,0,0
TMIGD2,0,0,0,0,0,0
TMIGD3,0,0,0,0,0,0
TMLHE,301,252,310,212,288,215
TMOD1,260,203,255,351,450,441
TMOD2,3,3,11,6,8,9
TMOD3,4320,4230,4419,4622,4834,4826
TMOD4,83,78,70,67,97,81
TMPO,7092,7630,7392,7912,9026,8270
TMPPE,530,554,506,721,785,795
TMPRSS11A,0,1,1,1,0,0
TMPRSS11B,0,0,0,0,0,0
TMPRSS11D,2,0,5,2,2,4
TMPRSS11E,0,0,0,0,0,0
TMPRSS11F,0,0,0,0,0,0
TMPRSS12,1,0,0,0,1,0
TMPRSS13,4,12,12,31,17,17
TMPRSS15,2,0,0,1,0,0
TMPRSS2,0,0,0,0,0,0
TMPRSS3,1260,1337,1433,1808,1792,1709
TMPRSS4,20,11,26,40,36,37
TMPRSS5,83,91,59,66,99,91
TMPRSS6,15,17,12,10,33,20
TMPRSS7,1,1,1,0,0,0
TMPRSS9,266,235,220,244,200,205
TMSB10,30233,33374,33029,32772,34819,33604
TMSB15A,0,0,0,0,0,0
TMSB15B,0,0,0,0,0,0
TMSB4X,16807,19326,20352,21795,23628,22727
TMSB4Y,0,0,0,0,0,0
TMTC1,6545,7059,6747,8205,9224,8451
TMTC2,39,17,35,61,92,59
TMTC3,2703,2831,2898,2635,2964,2854
TMTC4,1189,1249,1231,840,911,998
TMUB1,1021,1113,1058,1387,1659,1652
TMUB2,972,937,919,1235,1243,1393
TMX1,2433,2745,2863,2559,2775,2650
TMX2,3037,3340,3402,3154,3418,3197
TMX3,1875,2070,1846,1539,1609,1703
TMX4,1493,1629,1713,1403,1721,1540
TNC,83,98,96,109,156,95
TNF,0,1,2,2,4,11
TNFAIP1,3220,3518,3711,4113,4399,4285
TNFAIP2,8476,8899,9183,10185,11124,10398
TNFAIP3,377,450,441,707,836,769
TNFAIP6,2,1,0,13,6,6
TNFAIP8,1122,1158,1216,837,946,930
TNFAIP8L1,361,377,386,458,496,435
TNFAIP8L2,68,97,87,63,66,61
TNFAIP8L2-SCNM1,0,0,0,0,0,0
TNFAIP8L3,0,0,0,0,0,0
TNFRSF10A,979,1066,1145,1302,1357,1119
TNFRSF10B,4567,4871,5043,6218,7127,6465
TNFRSF10C,76,104,83,100,157,102
TNFRSF10D,734,689,722,975,1064,1056
TNFRSF11A,63,62,67,106,105,87
TNFRSF11B,164,127,142,176,208,150
TNFRSF12A,1133,1205,1212,1445,1492,1402
TNFRSF13B,0,0,0,0,0,0
TNFRSF13C,325,317,256,231,276,220
TNFRSF14,7,4,18,9,14,4
TNFRSF17,0,0,0,0,1,0
TNFRSF18,1,1,1,0,1,0
TNFRSF19,0,1,1,1,2,0
TNFRSF1A,5710,6339,6455,7980,8575,7647
TNFRSF1B,0,6,6,10,2,6
TNFRSF21,1027,1073,1125,1728,1864,1601
TNFRSF25,34,31,17,50,78,54
TNFRSF4,4,4,7,8,6,5
TNFRSF6B,81,34,43,63,48,36
TNFRSF8,0,0,1,2,0,1
TNFRSF9,8,7,1,15,40,25
TNFSF10,730,653,636,639,726,671
TNFSF11,0,0,0,0,0,0
TNFSF12,8,14,17,14,9,17
TNFSF12-TNFSF13,0,0,0,0,0,0
TNFSF13,122,116,132,84,103,79
TNFSF13B,1,2,1,0,0,6
TNFSF14,14,13,15,48,44,27
TNFSF15,49,82,57,61,73,69
TNFSF18,1,1,1,0,0,0
TNFSF4,566,529,474,516,528,525
TNFSF8,0,5,1,2,1,0
TNFSF9,441,491,449,713,779,777
TNIK,155,190,202,244,242,257
TNIP1,2179,2284,2440,3166,3381,3258
TNIP2,546,649,659,774,978,934
TNIP3,0,0,3,0,0,0
TNK1,883,934,990,1065,1243,1078
TNK2,1602,1714,1803,1676,1737,1565
TNKS,1626,1790,1828,1844,2285,1963
TNKS1BP1,5467,6014,6113,5882,6659,5898
TNKS2,5760,6093,6264,5827,6758,6219
TNMD,1,1,4,1,0,2
TNN,0,0,0,0,0,0
TNNC1,181,145,163,163,168,191
TNNC2,8,10,6,3,6,4
TNNI1,0,0,2,0,0,0
TNNI2,0,0,0,0,0,0
TNNI3,3,0,4,2,5,6
TNNI3K,1,1,0,0,0,0
TNNT1,43,45,23,93,90,93
TNNT2,0,1,0,4,1,0
TNNT3,0,0,1,0,0,0
TNP1,0,0,0,0,0,0
TNP2,0,0,0,0,0,0
TNPO1,11372,12401,12183,11595,12893,12397
TNPO2,3885,4267,4177,4012,4375,4138
TNPO3,6112,6986,6806,9028,9964,9561
TNR,0,0,0,0,0,0
TNRC18,6038,6417,6514,5757,6476,5733
TNRC6A,4493,4870,4557,4460,4747,4422
TNRC6B,7477,7980,7689,6523,6962,6653
TNRC6C,318,351,369,271,324,358
TNS1,13575,14426,13948,12165,12865,11837
TNS2,2775,2946,2629,2175,2405,2179
TNS3,4623,5136,5191,4707,5221,4538
TNS4,2842,2948,2922,2780,2779,2528
TNXB,304,297,311,420,448,324
TOB1,5654,6165,5873,7153,7642,7614
TOB2,2415,2563,2474,2524,2877,2720
TOE1,637,686,698,579,629,562
TOGARAM1,772,802,804,722,742,700
TOGARAM2,58,58,74,18,20,12
TOLLIP,573,656,694,654,705,645
TOM1,919,857,1057,1354,1527,1418
TOM1L1,1819,1808,1816,1611,1811,1846
TOM1L2,1198,1342,1256,1390,1552,1430
TOMM20,21319,22891,23183,18521,20581,19998
TOMM20L,51,46,23,35,53,23
TOMM22,653,861,947,699,886,693
TOMM34,2735,3065,3226,4063,4233,4201
TOMM40,2176,2516,2538,2720,2720,2756
TOMM40L,591,656,598,734,781,723
TOMM5,2879,3121,3181,3407,3640,3404
TOMM6,5581,6149,6454,7795,8910,7931
TOMM7,2619,2925,2947,3265,3508,3267
TOMM70,7098,7982,7810,7059,7915,7769
TOMT,0,0,0,0,0,0
TONSL,1618,1724,1700,1829,2032,1802
TOP1,3799,4365,4027,4184,4621,4180
TOP1MT,1313,1409,1449,1320,1455,1411
TOP2A,32606,34358,35485,44874,51006,47454
TOP2B,10815,11615,11760,9614,10675,10445
TOP3A,3281,3520,3481,4206,4786,4380
TOP3B,1240,1142,1183,1574,1746,1626
TOPAZ1,0,1,0,0,0,1
TOPBP1,7880,8043,7850,8538,9716,8961
TOPORS,1480,1748,1640,1628,1927,1857
TOR1A,1030,1004,1063,890,963,855
TOR1AIP1,2628,2702,2758,3008,3469,3352
TOR1AIP2,8692,9211,9743,8441,9422,8666
TOR1B,986,971,973,1255,1410,1370
TOR2A,388,380,440,387,458,407
TOR3A,1003,1059,1111,1219,1348,1190
TOR4A,776,843,804,914,958,1037
TOX,3,0,1,0,1,2
TOX2,154,180,175,281,277,268
TOX3,0,0,0,0,0,0
TOX4,3893,4278,4489,5510,5644,5403
TP53,2923,3115,3123,3232,3659,3333
TP53AIP1,4,6,6,3,6,7
TP53BP1,3206,3369,3224,3407,3950,3509
TP53BP2,1706,1746,1761,1632,1835,1769
TP53I11,0,0,0,0,2,1
TP53I13,787,694,889,893,1181,1061
TP53I3,436,413,443,379,445,403
TP53INP1,441,380,315,344,396,374
TP53INP2,763,832,746,632,712,740
TP53RK,548,563,565,466,525,421
TP53TG3,0,0,0,0,0,0
TP53TG3B,0,0,0,0,0,0
TP53TG3C,0,0,0,0,0,0
TP53TG3D,0,0,0,0,0,0
TP53TG3E,0,0,0,0,0,0
TP53TG3F,0,0,0,0,0,0
TP53TG5,137,171,183,158,141,124
TP63,1,2,1,0,0,0
TP73,86,91,57,56,97,56
TPBG,1200,1309,1323,2301,2507,2371
TPBGL,0,1,1,0,0,0
TPCN1,4115,4324,4184,3136,3520,3091
TPCN2,336,391,419,418,385,386
TPD52,5552,6215,5839,5127,5436,5202
TPD52L1,1327,1443,1530,1940,2159,2044
TPD52L2,3673,4342,4219,4347,4765,4390
TPD52L3,0,0,0,0,0,0
